순번,학기,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,소속,강의실,시간표(교시),시간표(시간),교시유형,학점,시수,이론,실습,정원,수강,수강(남),수강(여),재수강,수업구분,수업유형,집중이수제,성적평가,원어강의,원어강의구분,원어강사료지급,캡스톤디자인,수강대상,수업방법,비고
1294,2026년 1학기,사범대학,국어교육과,1,전공핵심,전공핵심,0006746001,국어교육론,Theories of Korean Language Education,박주형,국어교육과,미추홀타워  별관A동-211 강의실[NC-211]," [NC-211:월(2B-3),수(5B-6)]"," [NC-211:월(10:30~11:45),수(13:30~14:45)]",75분,3,3,3,0,20,19,7,12,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1295,2026년 1학기,사범대학,국어교육과,2,전공핵심,전공핵심,0003506001,문학교육론,Pedagogical Introduction to Korean Literature,박주형,국어교육과,미추홀타워  별관A동-211 강의실[NC-211]," [NC-211:월(5B-6),화(7-8A)]"," [NC-211:월(13:30~14:45),화(15:00~16:15)]",75분,3,3,3,0,20,15,6,9,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1296,2026년 1학기,사범대학,국어교육과,2,전공핵심,전공핵심,AIA6006001,국어문법론,KOREAN GRAMMAR,김윤신,국어교육과,미추홀타워  별관A동-211 강의실[NC-211]," [NC-211:수(2B-3),금(5B-6)]"," [NC-211:수(10:30~11:45),금(13:30~14:45)]",75분,3,3,3,0,21,21,8,13,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1297,2026년 1학기,사범대학,국어교육과,2,전공심화,전공심화,0009794001,국어음운교육론,Pedagogical Approach to Korean Phonology,김윤신,국어교육과,미추홀타워  별관A동-211 강의실[NC-211]," [NC-211:수(4-5A),금(8B-9)]"," [NC-211:수(12:00~13:15),금(16:30~17:45)]",75분,3,3,3,0,20,6,5,1,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1298,2026년 1학기,사범대학,국어교육과,2,전공심화,전공심화,0009983001,국어교육을위한기초한문,Basic Sino-Korean for Korean education,배은희,국어국문학과,미추홀타워  별관A동-211 강의실[NC-211], [NC-211:수(7-8A)(8B-9)], [NC-211:수(15:00~16:15)(16:30~17:45)],75분,3,3,3,0,20,10,3,7,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1299,2026년 1학기,사범대학,국어교육과,2,전공심화,전공심화,0011100001,수사학과작문교육론,Theory of Teaching Rhetoric and Writing ,이중언,국어교육과,미추홀타워  별관A동-211 강의실[NC-211], [NC-211:수(야1-2A)(야2B-3)], [NC-211:수(18:00~19:15)(19:25~20:40)],75분,3,3,3,0,20,9,4,5,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1300,2026년 1학기,사범대학,국어교육과,3,전공기초,전공기초,0011979001,인공지능시대의국어과교수학습방법I,Teaching and Learning Methods for Korean Language and Literature Education in the Age of Artificial Intelligence I,오윤주,국어교육과,미추홀타워  별관A동-306 강의실[NC-306], [NC-306:화(8)(9)], [NC-306:화(16:00~16:50)(17:00~17:50)],50분(표준),2,2,2,0,20,14,3,11,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1301,2026년 1학기,사범대학,국어교육과,3,전공핵심,전공핵심,0003615001,고전시가교육론,Pedagogical Introduction to Korean Classical Poetry,배은희,국어국문학과,미추홀타워  별관A동-211 강의실[NC-211], [NC-211:목(7-8A)(8B-9)], [NC-211:목(15:00~16:15)(16:30~17:45)],75분,3,3,3,0,20,5,2,3,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1302,2026년 1학기,사범대학,국어교육과,3,전공핵심,전공핵심,0003619001,국어사,History of Korean Language,김윤신,국어교육과,미추홀타워  별관A동-211 강의실[NC-211]," [NC-211:월(7-8A),화(4-5A)]"," [NC-211:월(15:00~16:15),화(12:00~13:15)]",75분,3,3,3,0,20,14,4,10,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1303,2026년 1학기,사범대학,국어교육과,3,전공심화,전공심화,0003616001,화법교육론,Theory of Speech Education,김평원,국어교육과,,,,75분,3,3,3,0,20,13,2,11,0,일반과목,e-Learning,일반(1~15주),상대평가,N,비대상,미지급,아니오,,온라인(동영상),[e-Learning]
1304,2026년 1학기,사범대학,국어교육과,3,전공심화,전공심화,0011103001,다문화생태문학교육세미나,Multicultural and Ecological Literature Education Seminar,박주형,국어교육과,미추홀타워  별관A동-211 강의실[NC-211], [NC-211:화(2)(3)], [NC-211:화(10:00~10:50)(11:00~11:50)],50분(표준),2,2,2,0,3,3,1,2,0,일반과목,강의(이론),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
1305,2026년 1학기,사범대학,국어교육과,3,전공심화,전공심화,0011980001,국어교육현장세미나I,Seminar on the Korean Language and Literature Education I,김남우,국어교육과,,,,50분(표준),2,2,2,0,20,12,3,9,0,일반과목,e-Learning,일반(1~15주),이수인정,N,비대상,미지급,아니오,,온라인(동영상),[e-Learning]
1306,2026년 1학기,사범대학,국어교육과,4,전공핵심,전공핵심,0003507001,문법교육론,Pedagogical Approach to Korean Grammar,김윤신,국어교육과,미추홀타워  별관A동-211 강의실[NC-211]," [NC-211:월(8B-9),화(5B-6)]"," [NC-211:월(16:30~17:45),화(13:30~14:45)]",75분,3,3,3,0,20,18,8,10,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1307,2026년 1학기,사범대학,국어교육과,4,전공심화,전공심화,0011101001,국어교육과창의융합세미나,Seminar on Korean Education for Creativity and Convergence,박주형,국어교육과,"미추홀타워  별관A동-211 강의실[NC-211], 미추홀타워  별관A동-306 강의실[NC-306]", [NC-211:화(8B-9)] [NC-306:수(2B-3)], [NC-211:화(16:30~17:45)] [NC-306:수(10:30~11:45)],75분,3,3,3,0,20,9,6,3,0,일반과목,강의(이론),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
1308,2026년 1학기,사범대학,영어교육과,1,전공기초,전공기초,0007800036,자기설계세미나 I,Self - Design Seminar I,김정수,영어교육과,미추홀타워  별관A동-209 강의실[NC-209], [NC-209:월(7)], [NC-209:월(15:00~15:50)],50분(표준),1,1,1,0,18,18,12,6,0,일반과목,자기설계세미나,일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
1309,2026년 1학기,사범대학,영어교육과,1,전공핵심,전공핵심,0003142001,영어회화,ENGLISH CONVERSATION,매튜,기초교육원,미추홀타워  별관A동-207 강의실[NC-207], [NC-207:월(3)(4)(5)], [NC-207:월(11:00~11:50)(12:00~12:50)(13:00~13:50)],50분(표준),3,3,3,0,21,21,12,9,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
1310,2026년 1학기,사범대학,영어교육과,1,전공심화,전공심화,0002917001,영어문장연습,English Sentence Practice,신양숙,영어교육과,미추홀타워  별관A동-208 강의실[NC-208], [NC-208:화(7)(8)(9)], [NC-208:화(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),3,3,3,0,12,12,8,4,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1311,2026년 1학기,사범대학,영어교육과,1,전공심화,전공심화,0006785001,작문기초,Basic Composition,신은솔,영어교육과,"미추홀타워  별관A동-208 강의실[NC-208], 미추홀타워  별관A동-209 강의실[NC-209]", [NC-208:금(5B-6)] [NC-209:수(5B-6)], [NC-208:금(13:30~14:45)] [NC-209:수(13:30~14:45)],75분,3,3,3,0,17,17,7,10,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1312,2026년 1학기,사범대학,영어교육과,2,전공핵심,전공핵심,0003139001,영어학개론,Introduction to English Linguistics,김정수,영어교육과,미추홀타워  별관A동-209 강의실[NC-209]," [NC-209:월(1-2A),수(8B-9)]"," [NC-209:월(09:00~10:15),수(16:30~17:45)]",75분,3,3,3,0,16,16,7,9,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
1313,2026년 1학기,사범대학,영어교육과,2,전공핵심,전공핵심,0003140001,영문학개론,Introduction to English Literature,매튜,기초교육원,미추홀타워  별관A동-209 강의실[NC-209], [NC-209:금(1)(2)(3)], [NC-209:금(09:00~09:50)(10:00~10:50)(11:00~11:50)],50분(표준),3,3,3,0,17,17,8,9,1,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
1314,2026년 1학기,사범대학,영어교육과,2,전공심화,전공심화,0011494001,영어수업연습,English Teaching Practice,김혜영,영어교육과,미추홀타워  별관A동-209 강의실[NC-209]," [NC-209:월(5B-6),화(5B-6)]"," [NC-209:월(13:30~14:45),화(13:30~14:45)]",75분,3,3,3,0,6,6,1,5,0,일반과목,온라인혼합형강좌,일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,온라인(동영상)+오프라인,[온라인혼합형강좌]
1315,2026년 1학기,사범대학,영어교육과,2,전공심화,전공심화,0011983001,인공지능시대의영어커뮤니케이션,English Communication in the Age of Artificial Intelligence,매튜,기초교육원,미추홀타워  별관A동-209 강의실[NC-209], [NC-209:금(4)(5)(6)], [NC-209:금(12:00~12:50)(13:00~13:50)(14:00~14:50)],50분(표준),3,3,3,0,8,8,5,3,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),미지급(외국인),아니오,,,
1316,2026년 1학기,사범대학,영어교육과,3,전공핵심,전공핵심,0003520001,영어음성음운론,English Phonetics and Phonology,정예지,영어영문학과,미추홀타워  별관A동-209 강의실[NC-209]," [NC-209:화(7-8A),수(7-8A)]"," [NC-209:화(15:00~16:15),수(15:00~16:15)]",75분,3,3,3,0,18,18,4,14,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1317,2026년 1학기,사범대학,영어교육과,3,전공핵심,전공핵심,0003633001,영어교과교재연구및지도법,Materials and Methods for Teaching English,김혜영,영어교육과,미추홀타워  별관A동-209 강의실[NC-209]," [NC-209:월(2B-3),화(4-5A)]"," [NC-209:월(10:30~11:45),화(12:00~13:15)]",75분,3,3,3,0,15,15,8,7,1,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1318,2026년 1학기,사범대학,영어교육과,4,전공핵심,전공핵심,0003641001,영어작문,Advanced English Composition,신은솔,영어교육과,"미추홀타워  별관A동-208 강의실[NC-208], 미추홀타워  별관A동-209 강의실[NC-209]", [NC-208:금(4-5A)] [NC-209:수(4-5A)], [NC-208:금(12:00~13:15)] [NC-209:수(12:00~13:15)],75분,3,3,3,0,25,25,8,17,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1319,2026년 1학기,사범대학,영어교육과,4,전공핵심,전공핵심,0003644001,영어교과교육론,Seminar on Curriculum of English Education,김혜영,영어교육과,미추홀타워  별관A동-209 강의실[NC-209]," [NC-209:월(4-5A),화(2B-3)]"," [NC-209:월(12:00~13:15),화(10:30~11:45)]",75분,3,3,3,0,24,24,11,13,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1320,2026년 1학기,사범대학,영어교육과,4,전공심화,전공심화,0008785001,중등교육현장세미나,Seminar on Education in Secondary School,윤선인,영어교육과,미추홀타워  별관A동-209 강의실[NC-209], [NC-209:화(야1)(야2)(야3)], [NC-209:화(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,3,3,0,9,9,3,6,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1321,2026년 1학기,사범대학,영어교육과,4,전공심화,전공심화,0011496001,영어구문분석과기술문법,Analysis of English Constructions and Descriptive Grammar,김정수,영어교육과,미추홀타워  별관A동-209 강의실[NC-209]," [NC-209:화(1-2A),목(2B-3)]"," [NC-209:화(09:00~10:15),목(10:30~11:45)]",75분,3,3,3,0,13,13,6,7,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),(영어관련교과목),아니오,,,
1322,2026년 1학기,사범대학,일어교육과,1,전공기초,전공기초,0003524001,일본어입문Ⅰ,Introductory JapaneseⅠ,조선영,일어교육과,미추홀타워  별관A동-210 강의실[NC-210]," [NC-210:월(2B-3),금(2B-3)]"," [NC-210:월(10:30~11:45),금(10:30~11:45)]",75분,3,3,3,0,20,15,3,12,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1323,2026년 1학기,사범대학,일어교육과,1,전공기초,전공기초,0011097003,자기설계세미나,Self Design Seminar,최현필,일어교육과,미추홀타워  별관A동-208 강의실[NC-208], [NC-208:월(7)], [NC-208:월(15:00~15:50)],50분(표준),1,1,1,0,20,15,3,12,0,일반과목,자기설계세미나,일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
1324,2026년 1학기,사범대학,일어교육과,1,전공핵심,전공핵심,GA06075001,초급일본어회화,BEGINNING JAPANESE CONVERSATION,우오즈미 야스코,일어교육과,미추홀타워  별관A동-205 강의실[NC-205], [NC-205:화(2B-3)(4-5A)], [NC-205:화(10:30~11:45)(12:00~13:15)],75분,3,3,3,0,20,16,4,12,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1325,2026년 1학기,사범대학,일어교육과,1,전공심화,전공심화,0004157001,일본어음성교육,Teaching of Japanese Phonetics,최현필,일어교육과,미추홀타워  별관A동-208 강의실[NC-208]," [NC-208:월(5B-6),목(4-5A)]"," [NC-208:월(13:30~14:45),목(12:00~13:15)]",75분,3,3,3,0,20,15,3,12,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1326,2026년 1학기,사범대학,일어교육과,2,전공핵심,전공핵심,0003527001,일본어학개론,Introduction to Japanese Linguistics,조선영,일어교육과,미추홀타워  별관A동-210 강의실[NC-210]," [NC-210:화(0),목(3)(4)]"," [NC-210:화(08:00~08:50),목(11:00~11:50)(12:00~12:50)]",50분(표준),3,3,3,0,20,15,3,12,1,일반과목,온라인혼합형강좌,일반(1~15주),상대평가,N,비대상,미지급,아니오,,온라인(동영상)+오프라인,[온라인혼합형강좌]
1327,2026년 1학기,사범대학,일어교육과,2,전공핵심,전공핵심,0003528001,일본어문법,Japanese Grammar,최은혁,일어교육과,미추홀타워  별관A동-210 강의실[NC-210]," [NC-210:월(4-5A),금(4-5A)]"," [NC-210:월(12:00~13:15),금(12:00~13:15)]",75분,3,3,3,0,20,15,3,12,2,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1328,2026년 1학기,사범대학,일어교육과,2,전공심화,전공심화,0003529001,일본어강독, Readings in Japanese,최현필,일어교육과,"미추홀타워  별관A동-205 강의실[NC-205], 미추홀타워  별관A동-210 강의실[NC-210]", [NC-205:월(2B-3)] [NC-210:목(7-8A)], [NC-205:월(10:30~11:45)] [NC-210:목(15:00~16:15)],75분,3,3,3,0,20,13,4,9,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1329,2026년 1학기,사범대학,일어교육과,2,전공심화,전공심화,0003530001,일본문화, Understanding of Japanese Culture,하야사와 마사토,일어교육과,미추홀타워  별관A동-210 강의실[NC-210]," [NC-210:화(7)(8),목(6)]"," [NC-210:화(15:00~15:50)(16:00~16:50),목(14:00~14:50)]",50분(표준),3,3,3,0,20,17,7,10,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1330,2026년 1학기,사범대학,일어교육과,2,전공심화,전공심화,0003531001,현장일본어회화Ⅰ, Contemporary Japanese ConversationⅠ,유준희,일어교육과,미추홀타워  별관A동-205 강의실[NC-205], [NC-205:수(2)(3)(4)], [NC-205:수(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,3,3,0,20,4,2,2,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1331,2026년 1학기,사범대학,일어교육과,3,전공핵심,전공핵심,0003650001,일본어교과교육론,Japanese Educatoin of Subject-matters,최현필,일어교육과,미추홀타워  별관A동-210 강의실[NC-210]," [NC-210:화(2B-3),수(2B-3)]"," [NC-210:화(10:30~11:45),수(10:30~11:45)]",75분,3,3,3,0,20,15,7,8,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
1332,2026년 1학기,사범대학,일어교육과,3,전공심화,전공심화,0003652001,일본어작문,JAPANESE COMPOSITION,조선영,일어교육과,미추홀타워  별관A동-210 강의실[NC-210]," [NC-210:월(5B-6),금(5B-6)]"," [NC-210:월(13:30~14:45),금(13:30~14:45)]",75분,3,3,3,0,20,14,5,9,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
1333,2026년 1학기,사범대학,일어교육과,3,전공심화,전공심화,0003654001,일본근대문학,Readings in Japanese Modern Literature,하야사와 마사토,일어교육과,"미추홀타워  별관A동-205 강의실[NC-205], 미추홀타워  별관A동-210 강의실[NC-210]", [NC-205:금(4-5A)] [NC-210:수(4-5A)], [NC-205:금(12:00~13:15)] [NC-210:수(12:00~13:15)],75분,3,3,3,0,20,3,3,0,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
